Date,Open,High,Low,Close,Adj Close,Volume
2021-01-01,40.33333206176758,42.66666412353516,40.20000076293945,42.133331298828125,39.19961166381836,201696168
2021-01-04,43.0,43.93333435058594,42.29999923706055,43.76666641235352,40.719215393066406,105614565
2021-01-05,43.33333206176758,44.41666412353516,43.0,43.83333206176758,40.78123474121094,64361523
2021-01-06,44.0,45.133331298828125,43.21666717529297,44.383331298828125,41.29293823242188,74098809
2021-01-07,44.79999923706055,45.0,43.76666641235352,43.91666412353516,40.858768463134766,46011027
2021-01-08,44.34999847412109,44.58333206176758,43.84999847412109,44.03333282470703,40.96731185913086,19906347
2021-01-11,44.26666641235352,45.18333435058594,43.18333435058594,44.86666488647461,41.742618560791016,42426342
2021-01-12,44.98333358764648,45.31666564941406,44.46666717529297,44.81666564941406,41.69610595703125,32608233
2021-01-13,44.84999847412109,45.900001525878906,44.150001525878906,44.68333435058594,41.57204818725586,38455479
2021-01-14,44.91666412353516,47.0,44.84999847412109,46.383331298828125,43.15367126464844,94302666
2021-01-15,46.23333358764648,46.5,44.133331298828125,44.48333358764648,41.3859748840332,44817729
2021-01-18,44.61666488647461,45.08333206176758,42.76666641235352,44.51666641235352,41.41698455810547,53634528
2021-01-19,44.84999847412109,46.06666564941406,44.70000076293945,45.68333435058594,42.50242233276367,64391526
2021-01-20,45.78333282470703,46.31666564941406,44.96666717529297,45.16666412353516,42.02172470092773,39771243
2021-01-21,45.5,45.93333435058594,44.09999847412109,44.633331298828125,41.52552795410156,31082454
2021-01-22,44.5,45.16666412353516,43.633331298828125,44.11666488647461,41.04483795166016,30823161
2021-01-25,44.58333206176758,44.91666412353516,42.96666717529297,43.56666564941406,40.53313827514648,22702206
2021-01-27,43.66666412353516,44.79999923706055,43.59999847412109,44.23333358764648,41.15338516235352,55897923
2021-01-28,43.66666412353516,44.900001525878906,43.28333282470703,43.73333358764648,40.68819808959961,49918659
2021-01-29,43.59999847412109,45.41666412353516,42.33333206176758,43.34999847412109,40.33155822753906,77617473
2021-02-01,43.33333206176758,44.93333435058594,41.86666488647461,44.56666564941406,41.46350860595703,47400000
2021-02-02,44.91666412353516,45.59999847412109,43.79999923706055,44.5,41.4014778137207,32215686
2021-02-03,44.73333358764648,47.06666564941406,44.71666717529297,46.36666488647461,43.1381721496582,63440358
2021-02-04,46.58333206176758,47.26666641235352,45.68333435058594,46.98333358764648,43.7119026184082,55032168
2021-02-05,47.33333206176758,47.73333358764648,46.23333358764648,46.73333358764648,43.479305267333984,29863140
2021-02-08,47.06666564941406,47.66666412353516,46.5,46.91666412353516,44.090145111083984,31927191
2021-02-09,47.150001525878906,47.33333206176758,45.79999923706055,45.98333358764648,43.21304702758789,48306774
2021-02-10,46.29999923706055,47.45000076293945,46.11666488647461,46.61666488647461,43.808223724365234,33662136
2021-02-11,46.43333435058594,46.83333206176758,44.86666488647461,45.133331298828125,42.41425704956055,35392794
2021-02-12,45.28333282470703,45.66666412353516,44.71666717529297,45.41666412353516,42.68051528930664,24806265
2021-02-15,45.78333282470703,45.98333358764648,44.93333435058594,45.36666488647461,42.63352966308594,23422254
2021-02-16,45.36666488647461,46.150001525878906,44.18333435058594,44.383331298828125,41.70943832397461,48715293
2021-02-17,44.03333282470703,46.58333206176758,44.03333282470703,46.36666488647461,43.573280334472656,46231716
2021-02-18,46.45000076293945,47.96666717529297,45.95000076293945,47.18333435058594,44.34075546264648,43649379
2021-02-19,46.79999923706055,47.56666564941406,44.33333206176758,45.133331298828125,42.41425704956055,51636933
2021-02-22,45.16666412353516,45.51666641235352,43.08333206176758,43.43333435058594,40.816673278808594,28665003
2021-02-23,43.75,45.20000076293945,43.41666412353516,44.73333358764648,42.03834915161133,32119296
2021-02-24,45.21666717529297,46.31666564941406,45.06666564941406,45.45000076293945,42.71184539794922,22656720
2021-02-25,45.70000076293945,47.66666412353516,45.68333435058594,47.23333358764648,44.38773727416992,59326020
2021-02-26,46.45000076293945,47.45000076293945,45.33333206176758,45.70000076293945,42.94678497314453,38633409
2021-03-01,46.23333358764648,49.0,45.98333358764648,48.650001525878906,45.71906661987305,62059455
2021-03-02,49.31666564941406,51.18333435058594,48.83333206176758,50.5,47.45760345458984,106691166
2021-03-03,50.95000076293945,51.33333206176758,50.23333358764648,50.96666717529297,47.89615249633789,39659358
2021-03-04,50.5,51.650001525878906,50.01666641235352,50.93333435058594,47.86483383178711,30333900
2021-03-05,50.26666641235352,51.0,48.25,49.0,46.047969818115234,29141961
2021-03-08,49.33333206176758,50.23333358764648,48.06666564941406,48.34999847412109,45.437129974365234,34685358
2021-03-09,48.68333435058594,49.133331298828125,46.41666412353516,46.66666412353516,43.85520935058594,37113744
2021-03-10,47.133331298828125,47.54999923706055,46.34999847412109,46.58333206176758,43.77690124511719,24247668
2021-03-12,47.41666412353516,47.83333206176758,46.41666412353516,46.68333435058594,43.870872497558594,39599325
2021-03-15,47.11666488647461,47.11666488647461,44.46666717529297,45.70000076293945,42.94678497314453,30156603
2021-03-16,45.83333206176758,46.18333435058594,45.16666412353516,45.95000076293945,43.18172073364258,29273370
2021-03-17,45.83333206176758,46.150001525878906,44.28333282470703,44.61666488647461,41.92871856689453,35855832
2021-03-18,44.78333282470703,45.16666412353516,42.68333435058594,43.26666641235352,40.6600456237793,45353232
2021-03-19,42.79999923706055,43.34999847412109,41.66666412353516,42.650001525878906,40.08053588867188,56393928
2021-03-22,42.900001525878906,43.98333358764648,42.45000076293945,42.650001525878906,40.08053588867188,38945382
2021-03-23,42.633331298828125,43.25,42.04999923706055,42.20000076293945,40.09636306762695,38253711
2021-03-24,42.16666412353516,42.23333358764648,40.53333282470703,40.81666564941406,38.781986236572266,32029023
2021-03-25,40.883331298828125,41.11666488647461,38.61666488647461,39.75,37.768497467041016,60718449
2021-03-26,40.0,41.41666412353516,39.98333358764648,40.79999923706055,38.76615524291992,36092943
